0,58.0
1,57.0
2,8.0
3,80.0
4,21.0
5,24.0
6,66.0
7,86.0
8,176.0
9,184.0
10,22.0
11,53.0
12,84.0
13,101.0
14,10.0
15,95.0
16,44.0
17,22.0
18,31.0
19,46.0
20,20.0
21,86.0
22,80.0
23,220.0
24,37.0
25,84.0
26,52.0
27,174.0
28,49.0
29,215.0
30,51.0
31,35.0
32,37.0
33,180.0
34,67.0
35,53.0
36,25.0
37,90.0
38,98.0
39,132.0
40,69.0
41,111.0
42,138.0
43,158.0
44,104.0
45,42.0
46,51.0
47,36.0
48,68.0
49,6.0
50,84.0
51,104.0
52,157.0
53,53.0
54,25.0
55,125.0
56,48.0
57,112.0
58,74.0
59,75.0
60,7.0
61,39.0
62,48.0
63,80.0
64,52.0
65,18.0
66,101.0
67,154.0
68,64.0
69,25.0
70,12.0
71,24.0
72,14.0
73,23.0
74,30.0
75,40.0
76,48.0
77,19.0
78,20.0
79,107.0
80,48.0
81,25.0
82,17.0
83,26.0
84,58.0
85,9.0
86,10.0
87,15.0
88,229.0
89,6.0
